Date : 2023-08-17 08:43:57
Directory : /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club
Total : 255 files,  10722 codes, 149 comments, 1946 blanks, all 12817 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account-hooks/use-close-account-swal.js                                              | JavaScript |         64 |          0 |          9 |         73 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account-hooks/use-confirm-close-account.js                                           | JavaScript |         44 |          0 |         11 |         55 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account.component.jsx                                                                | JavaScript |         61 |          0 |         12 |         73 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-confirm-send-contact-form-message.js                                      | JavaScript |         35 |          0 |         11 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-handle-contact-form-details-change.js                                     | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-send-contact-form-message-result-swal.js                                  | JavaScript |         53 |          0 |          7 |         60 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact.component.jsx                                                                            | JavaScript |         22 |          0 |         11 |         33 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/sections/contact-form.component.jsx                                                              | JavaScript |         58 |          0 |         14 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/sections/send-message-button.component.jsx                                                       | JavaScript |         36 |          0 |         10 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/2023-24-dates/23-24-dates.js                                                                   | JavaScript |        952 |          0 |          1 |        953 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard-hooks/use-confirm-upload-dates-to-database.js                                        | JavaScript |         24 |          0 |         11 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard-hooks/use-upload-dates-to-database-swal.js                                           | JavaScript |         39 |          0 |          8 |         47 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard.component.jsx                                                                        | JavaScript |         17 |          0 |          4 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request-hooks/use-forgot-password-request-swal.js                | JavaScript |         60 |          0 |          9 |         69 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request-hooks/use-handle-forgot-password-request-email-change.js | JavaScript |         10 |          0 |          6 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request.component.jsx                                            | JavaScript |         68 |          0 |         14 |         82 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-confirm-reset-password.js                        | JavaScript |         43 |          0 |         10 |         53 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-forgot-password-result-swal.js                   | JavaScript |         54 |          0 |         11 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-handle-reset-password-form-change.js             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-hide-reset-password-fields-on-empty.js           | JavaScript |         37 |          0 |          6 |         43 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result.component.jsx                                              | JavaScript |         27 |          0 |         11 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/intro.component.jsx                                                      | JavaScript |         20 |          0 |          5 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/new-passwords.component.jsx                                              | JavaScript |         74 |          0 |         13 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/reset-password-button.component.jsx                                      | JavaScript |         29 |          0 |          9 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/home.component.jsx                                                                                  | JavaScript |         12 |          0 |          4 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/info.component.jsx                                                                                  | JavaScript |         21 |          0 |          3 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/intro.component.jsx                                                                                 | JavaScript |         19 |          0 |          4 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/links.component.jsx                                                                                 | JavaScript |         25 |          0 |          5 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-confirm-request-magic-url.js                               | JavaScript |         26 |          0 |          9 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-handle-magic-url-email-change.js                           | JavaScript |         10 |          0 |          6 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-magic-url-request-swal.js                                  | JavaScript |         48 |          0 |          9 |         57 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-info.component.jsx                                                   | JavaScript |         97 |          0 |          7 |        104 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request.component.jsx                                                        | JavaScript |         53 |          0 |         13 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-result/magic-url-result.component.jsx                                                          | JavaScript |         69 |          0 |         13 |         82 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-result/use-get-magic-url-result.js                                                             | JavaScript |         14 |          0 |          5 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-app-owner.component.jsx                                                                   | JavaScript |         33 |          0 |          9 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-hamburger.component.jsx                                                                   | JavaScript |         36 |          0 |          6 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-logo.component.jsx                                                                        | JavaScript |         17 |          0 |          6 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-no-user.component.jsx                                                                     | JavaScript |         33 |          0 |          9 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-not-app-owner.component.jsx                                                               | JavaScript |         68 |          0 |         11 |         79 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-sign-out.component.jsx                                                                    | JavaScript |         59 |          0 |         13 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation-hooks/use-get-sign-out-error.js                                                    | JavaScript |         35 |          0 |         10 |         45 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation.component.jsx                                                                      | JavaScript |         41 |          0 |          9 |         50 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/routes.js                                                                                     | JavaScript |         25 |          0 |          4 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-get-upload-result.js                                             | JavaScript |         75 |          0 |         13 |         88 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-failed.js                                         | JavaScript |         37 |          0 |          9 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-succeeded.js                                      | JavaScript |         41 |          0 |          8 |         49 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result.component.jsx                                                              | JavaScript |         24 |          0 |         11 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-button.component.jsx                                                            | JavaScript |         30 |          0 |          8 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-email.component.jsx                                                             | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-password.component.jsx                                                          | JavaScript |         36 |          0 |         11 |         47 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-change.js                                             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-error.js                                              | JavaScript |         20 |          0 |          8 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-submit.js                                             | JavaScript |         26 |          0 |         10 |         36 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-hide-sign-in-password-on-empty.js                                         | JavaScript |         17 |          0 |          8 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in.component.jsx                                                                            | JavaScript |         53 |          0 |         13 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-button.component.jsx                                                            | JavaScript |         25 |          0 |          5 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-email.component.jsx                                                             | JavaScript |         16 |          0 |          3 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-name.component.jsx                                                              | JavaScript |         16 |          0 |          3 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-passwords.component.jsx                                                         | JavaScript |         73 |          0 |         13 |         86 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-change.js                                             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-error.js                                              | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-submit.js                                             | JavaScript |         29 |          0 |         10 |         39 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-hide-sign-up-password-on-empty.js                                         | JavaScript |         34 |          0 |          7 |         41 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up.component.jsx                                                                            | JavaScript |         59 |          0 |         13 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/navigate-and-loader.component.jsx                                                    | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-error.component.jsx                                                     | JavaScript |         56 |          0 |         19 |         75 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-hooks/use-nav-and-reset-error.js                                        | JavaScript |         26 |          0 |          8 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-result.component.jsx                                                    | JavaScript |         17 |          0 |          4 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-success.component.jsx                                                   | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/info.component.jsx                                                                          | JavaScript |         55 |          0 |          8 |         63 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/new-email.component.jsx                                                                     | JavaScript |         74 |          0 |         13 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/title-and-loader.component.jsx                                                              | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-confirm-update-email.js                                              | JavaScript |         49 |          0 |         12 |         61 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-handle-update-email-details.js                                       | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-hide-update-email-password-on-empty.js                               | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-update-email-result-swal.js                                          | JavaScript |         73 |          0 |         10 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email.component.jsx                                                                  | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/info.component.jsx                                                               | JavaScript |         52 |          0 |          8 |         60 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/title-and-loader.component.jsx                                                   | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-button.component.jsx                                     | JavaScript |         48 |          0 |         13 |         61 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-hooks/use-confirm-update-password-request.js             | JavaScript |         27 |          0 |         11 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-hooks/use-update-password-request-result-swal.js         | JavaScript |         53 |          0 |         10 |         63 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request.component.jsx                                            | JavaScript |         19 |          0 |          6 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/new-passwords.component.jsx                                                       | JavaScript |         73 |          0 |         13 |         86 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/title-loader-info.component.jsx                                                   | JavaScript |         25 |          0 |          8 |         33 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-button.component.jsx                                              | JavaScript |         32 |          0 |          9 |         41 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-confirm-update-password.js                       | JavaScript |         55 |          0 |         12 |         67 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-handle-update-password-form-change.js            | JavaScript |         15 |          0 |          6 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-hide-update-password-field-on-empty.js           | JavaScript |         38 |          0 |          6 |         44 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-update-password-result-swal.js                   | JavaScript |         79 |          0 |         11 |         90 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result.component.jsx                                              | JavaScript |         22 |          0 |          6 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/service-worker.js                                                                                               | JavaScript |         38 |         24 |         12 |         74 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/serviceWorkerRegistration.js                                                                                    | JavaScript |        101 |         22 |         10 |        133 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/session-prices/session-prices.js                                                                                | JavaScript |          5 |          0 |          1 |          6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session-thunks.js                                                                       | JavaScript |        121 |          0 |         15 |        136 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.selector.js                                                                     | JavaScript |         22 |          0 |          7 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.slice.js                                                                        | JavaScript |         87 |          0 |          8 |         95 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/card-input-result/card-input-result.selector.js                                                           | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/card-input-result/card-input-result.slice.js                                                              | JavaScript |         24 |          0 |          5 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/close-account/close-account.selector.js                                                                   | JavaScript |         14 |          0 |          5 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/close-account/close-account.slice.js                                                                      | JavaScript |         52 |          0 |          7 |         59 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/contact-form.selector.js                                                                     | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/contact-form.slice.js                                                                        | JavaScript |         75 |          0 |          8 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/email-to-send.js                                                                             | JavaScript |         16 |          0 |          5 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/forgot-password-request/forgot-password-request.selector.js                                               | JavaScript |         20 |          0 |          6 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/forgot-password-request/forgot-password-request.slice.js                                                  | JavaScript |         74 |          0 |          7 |         81 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/forgot-password-result/forgot-password-result.selector.js                                                 | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/forgot-password-result/forgot-password-result.slice.js                                                    | JavaScript |         76 |          0 |          8 |         84 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/hamburger-menu/hamburger-menu.selector.js                                                                 | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/hamburger-menu/hamburger-menu.slice.js                                                                    | JavaScript |         19 |          0 |          5 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/handle-payment/handle-payment.selector.js                                                                 | JavaScript |         26 |          0 |          8 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/handle-payment/handle-payment.slice.js                                                                    | JavaScript |        152 |          0 |         13 |        165 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/is-online/is-online.selector.js                                                                           | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/is-online/is-online.slice.js                                                                              | JavaScript |         15 |          0 |          5 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/magic-url-request/magic-url-request.selector.js                                                           | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/magic-url-request/magic-url-request.slice.js                                                              | JavaScript |         81 |          0 |          7 |         88 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/password-is-visible/password-is-visible.selector.js                                                       | JavaScript |         38 |          0 |         10 |         48 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/password-is-visible/password-is-visible.slice.js                                                          | JavaScript |         87 |          0 |          5 |         92 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/progressive-image/progressive-image.selector.js                                                           | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/progressive-image/progressive-image.slice.js                                                              | JavaScript |         16 |          0 |          6 |         22 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/request-date-data/request-date-data.selector.js                                                           | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/request-date-data/request-date-data.slice.js                                                              | JavaScript |         89 |          0 |          8 |         97 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/root-reducer.js                                                                                           | JavaScript |         49 |          0 |          3 |         52 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/session-types-and-prices/session-types-and-prices.selector.js                                             | JavaScript |         27 |          0 |          7 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/session-types-and-prices/session-types-and-prices.slice.js                                                | JavaScript |         36 |          0 |          4 |         40 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/should-show-element/should-show-element.selector.js                                                       | JavaScript |         10 |          0 |          4 |         14 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/should-show-element/should-show-element.slice.js                                                          | JavaScript |         43 |          0 |          5 |         48 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/sign-in-form/sign-in-form.selector.js                                                                     | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/sign-in-form/sign-in-form.slice.js                                                                        | JavaScript |         23 |          0 |          5 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/sign-up-form/sign-up-form.selector.js                                                                     | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/sign-up-form/sign-up-form.slice.js                                                                        | JavaScript |         25 |          0 |          5 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/store.js                                                                                                  | JavaScript |         13 |         49 |         12 |         74 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-email/update-email.selector.js                                                                     | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-email/update-email.slice.js                                                                        | JavaScript |         64 |          0 |          6 |         70 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-password-request/update-password-request.selector.js                                               | JavaScript |         15 |          0 |          5 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-password-request/update-password-request.slice.js                                                  | JavaScript |         59 |          0 |          7 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-password-result/update-password-result.selector.js                                                 | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/update-password-result/update-password-result.slice.js                                                    | JavaScript |         76 |          0 |          7 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/upload-dates-to-database/upload-dates-to-database.selector.js                                             | JavaScript |         15 |          0 |          5 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/upload-dates-to-database/upload-dates-to-database.slice.js                                                | JavaScript |         61 |          0 |          8 |         69 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/user/functions.js                                                                                         | JavaScript |         54 |          0 |         11 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/user/user.actions.js                                                                                      | JavaScript |        132 |         20 |         19 |        171 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/user/user.selector.js                                                                                     | JavaScript |         14 |          3 |          6 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/user/user.slice.js                                                                                        | JavaScript |        122 |          0 |          7 |        129 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/wallet-funds-to-add/wallet-funds-to-add.selector.js                                                       | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/wallet-funds-to-add/wallet-funds-to-add.slice.js                                                          | JavaScript |         19 |          0 |          5 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/strings/strings.js                                                                                              | JavaScript |        201 |          6 |          8 |        215 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/buttons/buttons.styles.jsx                                                                               | JavaScript |         75 |          0 |         13 |         88 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/colors.js                                                                                                | JavaScript |         31 |          0 |          1 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/confirm.css                                                                                              | CSS        |         31 |          0 |          6 |         37 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/container/container.styles.jsx                                                                           | JavaScript |         13 |          0 |          4 |         17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/div/div.styles.jsx                                                                                       | JavaScript |        284 |          5 |         49 |        338 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/form/form.styles.jsx                                                                                     | JavaScript |        300 |          2 |         64 |        366 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/h1/h1.styles.jsx                                                                                         | JavaScript |          8 |          0 |          3 |         11 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/h2/h2.styles.jsx                                                                                         | JavaScript |          6 |          0 |          2 |          8 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/hr/hr.styles.jsx                                                                                         | JavaScript |         13 |          0 |          4 |         17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/image/image.styles.jsx                                                                                   | JavaScript |         52 |          0 |         12 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/link/link.styles.jsx                                                                                     | JavaScript |         17 |          0 |          6 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/p/p.styles.jsx                                                                                           | JavaScript |         31 |          0 |          8 |         39 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/span/span.styles.jsx                                                                                     | JavaScript |        137 |          0 |         24 |        161 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/svg/svg.styles.jsx                                                                                       | JavaScript |         28 |          0 |          6 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/utils/appwrite/appwrite-config.js                                                                               | JavaScript |          8 |          1 |          5 |         14 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/utils/stripe/stripe.utils.js                                                                                    | JavaScript |          4 |          0 |          2 |          6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/vite.config.js                                                                                                      | JavaScript |         18 |         12 |          1 |         31 |
| Total                                                                                                                                                                           |            |     10,722 |        149 |      1,946 |     12,817 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
