Date : 2023-09-27 19:49:18
Directory : /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club
Total : 106 files,  2499 codes, 131 comments, 498 blanks, all 3128 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| src/styles/div                                                                                                                                                    |          1 |         84 |          7 |         18 |        109 |
| src/styles/form                                                                                                                                                   |          1 |         69 |          5 |         13 |         87 |
| src/styles/image                                                                                                                                                  |          1 |         12 |          0 |          2 |         14 |
| src/styles/p                                                                                                                                                      |          1 |          3 |          0 |          1 |          4 |
| src/styles/tables                                                                                                                                                 |          1 |         48 |          1 |          9 |         58 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                          | language   | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/package.json                                                                                          | JSON       |          2 |          0 |          0 |          2 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/App.jsx                                                                                           | JavaScript |         27 |          0 |         -1 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/assets/arrow-left-1.svg                                                                           | XML        |         16 |          0 |          0 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/floating-add-button/floating-add-button.component.jsx                                  | JavaScript |         11 |          0 |          4 |         15 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/floating-back-button/floating-back-button.component.jsx                                | JavaScript |         53 |          0 |         11 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/floating-back-button/use-back-button.js                                                | JavaScript |         24 |          0 |          8 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/default-table.component.jsx                                                     | JavaScript |         49 |          0 |          3 |         52 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/no-search-result.component.jsx                                                  | JavaScript |          0 |         17 |          3 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/searching-dates-help.component.jsx                                              | JavaScript |          0 |         59 |          4 |         63 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/table-checkbox.jsx                                                              | JavaScript |         14 |          0 |          5 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/table-no-entries-info.component.jsx                                             | JavaScript |         14 |          0 |          3 |         17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/components/tables/table-search-box.component.jsx                                                  | JavaScript |          0 |         61 |         13 |         74 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/functions/create-session-types-and-prices-object.js                                               | JavaScript |         30 |          0 |          1 |         31 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/functions/get-future-dates.js                                                                     | JavaScript |         -4 |          0 |         -2 |         -6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/functions/price-multiplied-by-100.js                                                              | JavaScript |          3 |          0 |          1 |          4 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-cancel-and-return.js                                                                    | JavaScript |         27 |          0 |          7 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-get-window-width.js                                                                     | JavaScript |         22 |          0 |          8 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-hamburger-handler-navigate.js                                                           | JavaScript |          0 |          0 |         -1 |         -1 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-is-mobile-device.js                                                                     | JavaScript |         34 |          0 |          7 |         41 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-is-route-with-nav-warning.js                                                            | JavaScript |          8 |          0 |          0 |          8 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-reset-store.js                                                                          | JavaScript |         19 |          0 |          0 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-session-prices-listener.js                                                              | JavaScript |         39 |          0 |          9 |         48 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/hooks/use-session-spaces-listener.js                                                              | JavaScript |        -35 |          0 |         -9 |        -44 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/account/account-button-links.component.jsx                                                 | JavaScript |        -12 |          0 |         -5 |        -17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/account/account-hooks/use-navigate-to-route.js                                             | JavaScript |         37 |          0 |         -3 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/account/account.component.jsx                                                              | JavaScript |          0 |          0 |          1 |          1 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info-button.component.jsx                                         | JavaScript |         33 |          0 |         10 |         43 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info-form.component.jsx                                           | JavaScript |         78 |          0 |         16 |         94 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info-hooks/use-add-child-info-result-swal.js                      | JavaScript |         55 |          0 |         10 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info-hooks/use-confirm-add-child-info.js                          | JavaScript |         37 |          0 |         11 |         48 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info-hooks/use-handle-add-child-info-change.js                    | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-child-info/add-child-info.component.jsx                                                | JavaScript |         22 |          0 |         10 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/swals/use-update-session-doc-error-swal.js             | JavaScript |         23 |          0 |          0 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-check-spaces-available-and-balance.js              | JavaScript |        -68 |          0 |        -14 |        -82 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-conditional-logic.js                               | JavaScript |        181 |          0 |         29 |        210 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-confirm-book-session.js                            | JavaScript |        -40 |          0 |        -11 |        -51 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-confirm-session.js                                 | JavaScript |         44 |          0 |          7 |         51 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-get-date-and-time.js                               | JavaScript |         32 |          0 |         12 |         44 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-get-request-date-data-values.js                    | JavaScript |        -14 |          0 |         -6 |        -20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-get-session-prices.js                              | JavaScript |         10 |          0 |          5 |         15 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session.component.jsx                                                | JavaScript |          6 |          0 |         -4 |          2 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/balance-check-and-book-session-help.component.jsx                  | JavaScript |         -2 |          0 |          2 |          0 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/afternoon-session-long-button.component.jsx                | JavaScript |          5 |          0 |          2 |          7 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/afternoon-session-short-button.component.jsx               | JavaScript |          5 |          0 |          1 |          6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-and-afternoon-session-long-button.component.jsx    | JavaScript |          3 |          0 |          2 |          5 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-and-afternoon-session-short-button.component.jsx   | JavaScript |          3 |          0 |          1 |          4 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-session-button.component.jsx                       | JavaScript |          5 |          0 |          1 |          6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/choose-date.component.jsx                                          | JavaScript |         -2 |          0 |         -3 |         -5 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/choose-sessions.component.jsx                                      | JavaScript |         28 |          0 |          4 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/date-errors.component.jsx                                          | JavaScript |         -5 |          0 |         -4 |         -9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/error-fetching-prices.component.jsx                                | JavaScript |         25 |          0 |          6 |         31 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/heading-times-and-prices-wallet-balance-options-info.component.jsx | JavaScript |         19 |          0 |          4 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/loaders.component.jsx                                              | JavaScript |         20 |          0 |          6 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/options-available-info.component.jsx                               | JavaScript |          9 |          0 |          3 |         12 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/select-children-to-book-session-for.component.jsx                  | JavaScript |         56 |          0 |         12 |         68 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/spaces-available-info.component.jsx                                | JavaScript |        -33 |          0 |         -3 |        -36 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/times-and-prices-accordion.component.jsx                           | JavaScript |         16 |          0 |          1 |         17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-accordion.component.jsx                                              | JavaScript |         58 |          0 |          7 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children-error-swal.js                           | JavaScript |         30 |          0 |          8 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children-listener.js                             | JavaScript |         30 |          1 |          9 |         40 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children.js                                      | JavaScript |         13 |          0 |          8 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info.component.jsx                                                        | JavaScript |         32 |          0 |         13 |         45 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-table.component.jsx                                                       | JavaScript |         95 |          0 |         16 |        111 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/edit-remove-buttons.component.jsx                                               | JavaScript |         47 |          0 |          8 |         55 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/table-columns.js                                                                | JavaScript |         22 |          0 |          1 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account.component.jsx                                                  | JavaScript |         -3 |          0 |          0 |         -3 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/delete-and-return-buttons.component.jsx                                  | JavaScript |         21 |          0 |          7 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/delete-child-info.component.jsx                                          | JavaScript |         14 |          0 |          6 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/hooks/use-confirm-delete-child-info.js                                   | JavaScript |         21 |          0 |         11 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/hooks/use-delete-child-info-result-swal.js                               | JavaScript |         54 |          0 |         10 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/loader-title-info.component.jsx                                          | JavaScript |         28 |          0 |         10 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-and-return-buttons.component.jsx                                      | JavaScript |         23 |          0 |          6 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-child-info-form.component.jsx                                         | JavaScript |         71 |          0 |         13 |         84 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-child-info.component.jsx                                              | JavaScript |         24 |          0 |         10 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-confirm-update-child-info.js                                     | JavaScript |         52 |          0 |         14 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-edit-child-info-result-swal.js                                   | JavaScript |         54 |          0 |         10 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-handle-updated-child-info-change.js                              | JavaScript |         22 |          0 |          7 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-prevent-show-if-no-data.js                                       | JavaScript |         15 |          0 |          6 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-not-app-owner.component.jsx                                                 | JavaScript |         -2 |          0 |          0 |         -2 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation.component.jsx                                                        | JavaScript |          9 |          0 |          1 |         10 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/routes.js                                                                       | JavaScript |          2 |          0 |          0 |          2 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/session-prices/session-prices.js                                                                  | JavaScript |         -5 |          0 |         -1 |         -6 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/add-child-info/add-child-info.selector.js                                                   | JavaScript |         18 |          0 |          5 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/add-child-info/add-child-info.slice.js                                                      | JavaScript |         84 |          0 |          9 |         93 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session-thunks.js                                                         | JavaScript |         15 |          0 |          2 |         17 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.selector.js                                                       | JavaScript |          4 |          0 |          1 |          5 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.slice.js                                                          | JavaScript |          9 |          0 |          0 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/date-and-time/date-and-time.selector.js                                                     | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/date-and-time/date-and-time.slice.js                                                        | JavaScript |         16 |          0 |          5 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/delete-child-info/delete-child-info.selector.js                                             | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/delete-child-info/delete-child-info.slice.js                                                | JavaScript |         77 |          0 |         10 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/edit-child-info/edit-child-info.selector.js                                                 | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/edit-child-info/edit-child-info.slice.js                                                    | JavaScript |         77 |          0 |         10 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/get-users-children/get-users-children-slice.js                                              | JavaScript |         59 |          0 |          8 |         67 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/get-users-children/get-users-children.selector.js                                           | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/root-reducer.js                                                                             | JavaScript |         10 |          0 |          0 |         10 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/session-types-and-prices/session-types-and-prices.selector.js                               | JavaScript |         44 |          0 |          7 |         51 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/session-types-and-prices/session-types-and-prices.slice.js                                  | JavaScript |         27 |          0 |          4 |         31 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/user/user.actions.js                                                                        | JavaScript |          0 |        -20 |         -3 |        -23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/strings/strings.js                                                                                | JavaScript |         38 |          0 |         -1 |         37 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/buttons/buttons.styles.jsx                                                                 | JavaScript |         76 |          0 |         14 |         90 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/div/div.styles.jsx                                                                         | JavaScript |         84 |          7 |         18 |        109 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/form/form.styles.jsx                                                                       | JavaScript |         69 |          5 |         13 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/image/image.styles.jsx                                                                     | JavaScript |         12 |          0 |          2 |         14 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/p/p.styles.jsx                                                                             | JavaScript |          3 |          0 |          1 |          4 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/styles/tables/tables.styles.jsx                                                                   | JavaScript |         48 |          1 |          9 |         58 |
| Total                                                                                                                                                             |            |      2,499 |        131 |        498 |      3,128 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
